"question_id","question","short_answer","answer_reasoning","pubmed_text","pubmed_id"
"q00000837","Based on the described enzymology of capecitabine activation and 5-FU metabolism, what tumor enzyme expression profile is predicted to maximize intratumor 5-FU levels and in which tumor TS context is this expected to be especially effective?","High TP with low DPD, especially in tumors with low TS.","The passage states capecitabine is converted to 5-FU by thymidine phosphorylase (TP), while 5-FU is inactivated by dihydropyrimidine dehydrogenase (DPD). It explicitly notes that high TP and low DPD generate high intratumor 5-FU levels, and that this is effective particularly in tumors with low thymidylate synthase (TS).","PURPOSE: The fluoropyrimidine carbamate (capecitabine) is converted to 5-fluorouracil (5-FU) by thymidine phosphorylase (TP) inside target tissues. 5-FU interferes with DNA synthesis by blocking thymidylate synthase (TS) but is inactivated by dihydropyrimidine dehydrogenase (DPD). Favorable enzyme profiles (high TP and low DPD) generate high intratumor levels of 5-FU that are effective against many tumors, especially those with low TS. Capecitabine has not been tested against thyroid cancers, and it is not known to what extent thyroid cancers express TP, TS or DPD.
METHODS: To test this, we determined TP, TS and DPD in 19 thyroid cancers from young patients (14 papillary, 4 follicular, 1 medullary) by immunohistochemistry. After approval by the Human Use Committee, the intensity of TP, TS, and DPD staining was determined by two independent examiners and graded (absent=0 to intense=3) with >90% concordance.
RESULTS: TS was detected in 7/19 cancers (37%), TP in 14/19 cancers (74%) and DPD in 14/19 cancers (74%). In six tumors, TP was more intense that DPD, suggesting capecitabine sensitivity. Only five tumors failed to express TP but four of these expressed DPD, suggesting capecitabine resistance. Overall, 6/19 tumors (32% of the total) had a favorable expression profile, and all of them were papillary cancers.
CONCLUSIONS: We conclude that the majority of differentiated thyroid cancers (74%) express TP and low levels of TS (63% undetectable). The results support the hypothesis that capecitabine is activated in the majority of differentiated thyroid cancers and that 32% have favorable expression of all three enzymes (TP, TS, and DPD).
Adolescent
Adult
Antimetabolites, Antineoplastic
Capecitabine
Carcinoma, Papillary
Child
Deoxycytidine
Dihydrouracil Dehydrogenase (NADP)
Female
Fluorouracil
Humans
Immunohistochemistry
Male
Thymidine Phosphorylase
Thymidylate Synthase
Thyroid Neoplasms
","Target-15132128"
"q00000838","In guinea pig ventricular myocytes, how do astemizole and terfenadine alter action potential duration with respect to concentration and stimulation frequency, and what arrhythmogenic phenomenon does this promote?","They prolong action potential duration concentration-dependently in a reverse frequency-dependent manner, promoting early afterdepolarizations, especially at higher concentrations and slower pacing.","The passage states both drugs significantly increased action potential duration, with concentration-dependent prolongation that was reverse frequency dependent. It further notes this led to early afterdepolarizations, occurring more often at higher concentrations and slower pacing frequencies.","We compared the cardiac electrophysiological actions of two types of H1-receptor antagonists--the piperidines, astemizole and terfenadine, and the nonpiperidines, chlorpheniramine and pyrilamine-in vitro in guinea pig ventricular myocytes and in vivo in chloralose-anesthetized dogs. Astemizole and terfenadine significantly increased action potential duration of guinea pig myocytes. This concentration-dependent prolongation of action potential duration was reverse frequency dependent and led to development of early afterdepolarizations, which occurred more frequently at higher concentrations and slower pacing frequencies. Astemizole and terfenadine potently blocked the rapidly activating component of the delayed rectifier, IKr, with IC50 values of 1.5 and 50 nmol/L, respectively. At 10 mumol/L, terfenadine but not astemizole blocked the slowly activating component of the delayed rectifier, IKs (58.4 +/- 3.1%), and the inward rectifier, IK1 (20.5 +/- 3.4%). Chlorpheniramine and pyrilamine blocked IKr relatively weakly (IC50 = 1.6 and 1.1 mumol/L, respectively) and IKs and IK1 less than 20% at 10 mumol/L. Astemizole and terfenadine (1.0 to 3.0 mg/kg IV) significantly prolonged the QTc interval and ventricular effective refractory period in vivo. Chlorpheniramine and pyrilamine (< or = 3.0 mg/kg) did not significantly affect these parameters. Block of repolarizing K+ currents, particularly IK1, by astemizole and terfenadine produces reverse rate-dependent prolongation of action potential duration and development of early afterdepolarizations, delays ventricular repolarization, and may underlie the development of torsade de pointes ventricular arrhythmias observed with the use and abuse of these agents.
Action Potentials
Animals
Astemizole
Chlorpheniramine
Dose-Response Relationship, Drug
Electrocardiography
Guinea Pigs
Heart
In Vitro Techniques
Potassium Channels
Pyrilamine
Refractory Period, Electrophysiological
Terfenadine
","Target-8001268"
"q00000839","In the described study, what mechanistic rationale links parecoxib to potential drug–drug interactions with fentanyl and alfentanil, and which hepatic enzyme is central to this concern?","Parecoxib is hydrolyzed to valdecoxib, a CYP3A4 substrate, so it may metabolically interact with other CYP3A substrates like fentanyl and alfentanil.","The passage states parecoxib is an inactive prodrug converted in vivo to valdecoxib. It further specifies valdecoxib is a substrate for hepatic CYP3A4, creating potential metabolic interactions with other CYP3A substrates, including fentanyl and alfentanil.","BACKGROUND: Parecoxib is a parenteral cyclooxygenase-2 (COX-2) inhibitor intended for perioperative analgesia. It is an inactive prodrug hydrolyzed in vivo to the active inhibitor valdecoxib, a substrate for hepatic cytochrome P450 3A4 (CYP3A4); hence, a potential exists for metabolic interactions with other CYP3A substrates. This study determined the effects of parecoxib on the pharmacokinetics and pharmacodynamics of the CYP3A substrates fentanyl and alfentanil compared with the CYP3A inhibitor troleandomycin. Alfentanil is a low-extraction drug with a clearance that is highly susceptible to drug interactions; fentanyl is a high-extraction drug and, thus, is theoretically less vulnerable. We therefore also tested the hypothesis that the extraction ratio influences the consequence of altered hepatic metabolism of these opioids.
METHODS: After Institutional Review Board-approved, written, informed consent was obtained, 12 22- to 40-yr-old healthy volunteers were enrolled in the study. The protocol was a randomized, double-blinded, balanced, placebo-controlled, three-session (placebo, parecoxib, or troleandomycin pretreatment) crossover. Subjects received both alfentanil (15 microg/kg) and fentanyl (5 microg/kg; 15-min intravenous infusion) 1 h after placebo, parecoxib (40 mg intravenously every 12 h), or troleandomycin (every 6 h). Study sessions were separated by 7 or more days. Opioid concentrations in venous blood were determined by liquid chromatography-mass spectrometry. Pharmacokinetic parameters were determined by noncompartmental analysis. Opioid effects were determined by pupillometry, respiratory rate, and Visual Analog Scale scores.
RESULTS: There were no significant differences between the placebo and parecoxib treatments in alfentanil or fentanyl plasma concentration, maximum observed plasma concentration, area under the plasma time-concentration time curve, clearance, elimination half-life, or volume of distribution. However, disposition of alfentanil, and to a lesser extent fentanyl, was significantly altered by troleandomycin. Clearances were reduced to 12% (0.64 +/- 0.25 ml. kg-1. min-1) and 61% (9.35 +/- 3.07) of control (5.53 +/- 2.16 and 15.3 +/- 5.0) for alfentanil and fentanyl (P < 0.001). Pupil diameter versus time curves were similar between placebo and parecoxib treatments but were significantly different after troleandomycin.
CONCLUSIONS: Single-dose parecoxib does not alter fentanyl or alfentanil disposition or clinical effects and does not appear to cause significant CYP3A drug interactions. CYP3A inhibition decreases alfentanil clearance more than fentanyl clearance, confirming that the extraction ratio influences the consequence of altered hepatic drug metabolism. Modified cassette, or ""cocktail,"" dosing is useful for assessing drug interactions in humans.
Adult
Affect
Alfentanil
Algorithms
Analgesics, Opioid
Anti-Bacterial Agents
Aryl Hydrocarbon Hydroxylases
Biotransformation
Cross-Over Studies
Cyclooxygenase Inhibitors
Cytochrome P-450 CYP3A
Double-Blind Method
Drug Interactions
Female
Fentanyl
Half-Life
Hemodynamics
Humans
Isoxazoles
Liver
Male
Mass Spectrometry
Oxidoreductases, N-Demethylating
Pupil
Respiratory Mechanics
Troleandomycin
","Target-12657846"
"q00000840","In the single-blind placebo-controlled trial of hypertensive patients, what were the reported percent changes in mean arterial pressure (MAP) and systemic vascular resistance (SVR) at the end of the 24-hour acute acebutolol regimen (400 mg twice daily)?","MAP decreased by 18.1 ± 2.7% and SVR decreased by 15.6 ± 5.6%.","The passage states that “at the end of the acute study, MAP and SVR were decreased by 18.1 ± 2.7% and 15.6 ± 5.6%, respectively” following 24 hours of acebutolol 400 mg twice daily. These values directly quantify the acute hemodynamic effects.","Acebutolol is a relatively new beta-adrenoceptor blocking antagonist, possessing both beta 1-adrenoceptor selectivity and partial agonist activity (PAA). Its acute (24 h, 400 mg, twice daily) and long-term effects (3 weeks) on systemic and renal hemodynamics, body fluid volumes, hormones, and beta-adrenoceptor density on lymphocytes were studied in a single-blind placebo-controlled trial, in 10 hypertensive patients. The initial response to acebutolol (1-2 h) was a fall in heart rate (HR) (-9.6 +/- 2.7%), cardiac output (-16.0 +/- 3%), and stroke volume (SV) (-10.7 +/- 0.2%), and an increase in systemic vascular resistance (SVR) (18.0 +/- 3.9%). Mean arterial pressure (MAP) began to fall 2-3 h after dosing in parallel with a decrease in SVR. At the end of the acute study, MAP and SVR were decreased by 18.1 +/- 2.7% and 15.6 +/- 5.6%, respectively. By that time, HR and SV had returned to control values despite blockade of beta-adrenoceptors. After 3 weeks of treatment (mean dose of acebutolol 480 mg twice daily), the fall in MAP was 10.1 +/- 2.7% and HR was decreased by 13.0 +/- 2.3%. Renal blood flow and glomerular filtration rate did not change. Acute and long-term treatment had no effect on the density of lymphocyte-membrane beta-adrenoceptors. This could be explained by acebutolol's beta 1 selectivity or, alternatively, this could be due to the drug's PAA.
Acebutolol
Body Water
Catecholamines
Drug Administration Schedule
Hemodynamics
Humans
Isoproterenol
Lymphocytes
Male
Middle Aged
Receptors, Adrenergic, beta
Renal Circulation
Renin
","Target-2453744"
"q00000841","In the LC-MS/MS investigation of m-nisoldipine metabolism in human liver microsomes, what were identified as the major metabolic pathways, and how many metabolites were structurally characterized?","Dehydrogenation of the dihydropyridine core plus side-chain hydroxylation and ester hydrolysis; 10 metabolites were characterized.","The passage states that 10 metabolites were characterized in human liver microsome incubations. It explicitly identifies dehydrogenation of the dihydropyridine core and side-chain reactions (hydroxylation and hydrolysis of ester bonds) as the major pathways.","This is a report about the investigation of the metabolic fate of m-nisoldipine in human liver microsomes and the recombinant cytochrome P450 enzymes by using LC-MS/MS. A sensitive and reliable LC-MS/MS method was developed to obtain a rapid and complete characterization of new metabolites and the metabolism pathways. The analytes were separated on a reversed phase C18 column with acetonitrile and 0.1% aqueous formic acid as the mobile phase. Tandem mass spectrometry with positive electrospray ionization was used to enable the structural characterization of the metabolites. A total of 10 metabolites were characterized with proposed structures in the incubation of human liver microsomes by comparing their retention times and spectral patterns with those of the parent drug. Dehydrogenation of the dihydropyridine core and reactions of side chains such as hydroxylation and hydrolysis of ester bonds were the major metabolic pathways. The specific cytochrome P450 (CYP) enzymes responsible for m-nisoldipine metabolites were identified using chemical inhibition and cDNA expressed CYP enzymes. The results indicated that CYP2C19 and CYP3A4 might play major roles in the metabolism of m-nisoldipine in human liver microsomes. 
Antihypertensive Agents
Chromatography, Liquid
Cytochrome P-450 Enzyme Inhibitors
Cytochrome P-450 Enzyme System
Humans
Microsomes, Liver
Nisoldipine
Recombinant Proteins
Spectrometry, Mass, Electrospray Ionization
Tandem Mass Spectrometry
","Target-24816159"
"q00000842","In the Caco-2 cell monolayer assay, how did nefazodone and trazodone differ in their ability to inhibit P-glycoprotein activity as measured by rhodamine123 basolateral-to-apical transport, and what was nefazodone’s IC50?","Nefazodone potently inhibited P-gp (IC50 4.7 µM) for Rh123 B→A transport, whereas trazodone had minimal effect.","The passage states NFZ was a potent inhibitor of Rh123 basolateral-to-apical transport across Caco-2 monolayers with IC50 = 4.7 µM. It contrasts this with TZD, which had minimal effect on this P-gp activity measure.","This study investigated the effects of nefazodone (NFZ) and trazodone (TZD) on P-glycoprotein (P-gp) activity and expression in cell culture. NFZ and TZD showed no differential transport between the basolateral to apical and apical to basolateral direction across Caco-2 cell monolayers. Transport in either direction was not affected by verapamil. NFZ was a potent inhibitor (IC50 = 4.7 microM) of rhodamine123 (Rh123) B to A transport across Caco-2 cell monolayers, while TZD had minimal effect. Following 72-hour exposure of LS180V cells to NFZ and TZD (10 microM), a twofold increase in immunoreactive P-gp was observed. Rh123 accumulation into these cells was reduced to 65% and 74% of control by NFZ and TZD (10 microM), respectively. It was concluded that differential rates of transport of NFZ and TZD in Caco-2 cells were not evident. However, NFZ is an inhibitor of P-gp activity at clinically relevant in vivo concentrations and may have the potential to increase bioavailability of coadministered compounds that are substrates for transport. Concentrations of NFZ and TZD achieved in the intestine after chronic oral dosing may induce P-gp expression and reduce absorption of coadministered drugs.
ATP Binding Cassette Transporter, Subfamily B, Member 1
Antidepressive Agents, Second-Generation
Biological Transport
Caco-2 Cells
Calcium Channel Blockers
Chromatography, High Pressure Liquid
Drug Interactions
Humans
Piperazines
Trazodone
Triazoles
Verapamil
","Target-11452702"
"q00000843","In HepG2 cells exposed to spironolactone for 48 hours, what experimental evidence supports that decreased intracellular rhodamine 123 accumulation at the highest spironolactone dose is mediated specifically by P-glycoprotein, and what inhibitor condition validates this?","Rh123 accumulation fell as P-gp/MDR1 rose, and verapamil (50 μM) abolished the decrease, confirming P-gp-mediated efflux.","The passage states that at the highest spironolactone dose, P-gp protein and MDR1 mRNA increased (73% and 108%) with concomitantly reduced Rh123 accumulation. It further notes that verapamil (50 μM), a P-gp inhibitor, abolished the reduced Rh123 accumulation, confirming P-gp participation.","We evaluated the effect of spironolactone (SL), a well-known inducer of biotransformation and elimination pathways, on the expression and activity of P-glycoprotein (P-gp/ABCB1/MDR1), a major xenobiotic transporter, in HepG2 cells, as well as the potential mediation of pregnane X nuclear receptor (PXR). Cells were exposed to SL (1, 5, 10, 20 or 50 μM) for 48 h. Expression of P-gp and its mRNA levels were estimated by Western blotting and real time PCR, respectively. P-gp activity was inversely correlated with the ability of the cells to accumulate the model substrate rhodamine 123 (Rh123, 5 μM), in the presence or absence of verapamil (50 μM), a P-gp inhibitor. At the highest dose of SL tested, P-gp and MDR1 mRNA levels were significantly increased (73 and 108%) with respect to control cells. Rh123 accumulation was concomitantly reduced and verapamil was able to abolish this effect, confirming P-gp participation. Additionally, we tested the cytotoxicity of doxorubicin, a model substrate of P-gp, under inducing conditions. HepG2 cells treated with SL exhibited higher viability, i.e. less doxorubicin toxicity, than control cells, consistent with P-gp up-regulation. When HepG2 cells were treated with SL in the presence of ketoconazole (KTZ), a non-specific nuclear receptor inhibitor, the up-regulation of P-gp was suppressed. To further identify the nuclear receptor involved, cells were transfected with a siRNA directed against human PXR, leading to a 74% decrease in PXR protein levels, which totally abolished SL induction of P-gp. We conclude that SL up-regulates P-gp expression, likely at transcriptional level, and its efflux activity in HepG2 cells. This effect is mediated by PXR. Thus, ligands of PXR such as SL may alter the disposition and toxicity of other xenobiotics, including drugs of therapeutic use, that are P-gp substrates.
ATP Binding Cassette Transporter, Subfamily B, Member 1
Blotting, Western
Dose-Response Relationship, Drug
Doxorubicin
Drug Interactions
Hep G2 Cells
Humans
Mineralocorticoid Receptor Antagonists
Polymerase Chain Reaction
Pregnane X Receptor
RNA, Messenger
Receptors, Steroid
Rhodamine 123
Spironolactone
Up-Regulation
Verapamil
","Target-21459122"
"q00000844","In the double-blind, placebo-controlled crossover study comparing second-generation antihistamines, what were the three distinct criteria used to quantify sedative profiles, and which PET radioligand was used to measure brain H1-receptor occupancy?","Subjective Stanford Sleepiness Scale, objective psychomotor tests, and brain H1RO measured by PET using (11)C-doxepin.","The passage states sedation was compared using three criteria: subjective sleepiness (Stanford Sleepiness Scale), psychomotor tests (reaction time and visual discrimination), and H1-receptor occupancy in brain. It also specifies H1RO was measured by PET with (11)C-doxepin in 12 subjects.","Histamine H1-receptor (H1R) antagonists, or antihistamines, often induce sedative side effects when used for the treatment of allergic disorders. This study compared the sedative profiles of the second-generation antihistamines, fexofenadine and cetirizine, using 3 different criteria: subjective sleepiness evaluated by the Stanford Sleepiness Scale, objective psychomotor tests (simple and choice reaction time tests and visual discrimination tests at 4 different exposure durations), and measurement of histamine H1-receptor occupancy (H1RO) in the brain. Subjective sleepiness and psychomotor performance were measured in 20 healthy Japanese volunteers at baseline and 90 min after administration of fexofenadine 120 mg or cetirizine 20 mg in a double-blind, placebo-controlled crossover study. Hydroxyzine 30 mg was included as a positive control. H1RO was measured using positron emission tomography (PET) with (11)C-doxepin in 12 of the 20 subjects, and a further 11 volunteers were recruited to act as controls. In psychomotor tests, fexofenadine was not significantly different from placebo and significantly less impairing than cetirizine on some tasks, as well as significantly less impairing than hydroxyzine on all tasks. For subjective sleepiness, fexofenadine was not significantly different from placebo, whereas cetirizine showed a trend toward increased sleepiness compared with fexofenadine and placebo. H1RO was negligible with fexofenadine (-0.1%) but moderately high with cetirizine (26.0%). In conclusion, fexofenadine 120 mg is distinguishable from cetirizine 20 mg, as assessed by H1RO and psychomotor testing.
Adult
Brain
Carbon Radioisotopes
Cetirizine
Cross-Over Studies
Double-Blind Method
Doxepin
Histamine H1 Antagonists
Histamine H1 Antagonists, Non-Sedating
Humans
Male
Positron-Emission Tomography
Practice Guidelines as Topic
Psychomotor Performance
Receptors, Histamine H1
Sleep Stages
Terfenadine
","Target-15286093"
"q00000845","Which experimental readouts were used to quantify neutralization of LPS/LTA bioactivity by alexidine and chlorhexidine on TLR-driven cellular activation, including the specific cell systems mentioned?","NF-κB reporter luciferase in TLR-transfected cells and nitric oxide production in murine macrophages.","The METHODS state that biological neutralization of LPS and LTA was assessed via “NF-kappaB reporter luciferase activation on cells transfected with specific TLRs” and by measuring “NO production of murine macrophages.” These are explicitly presented as the readouts for TLR-activated cellular activation in the presence of isolated agonists and antibiotic-treated bacteria.","OBJECTIVES: Many antibiotics used to treat infections cause release of immunostimulatory cell wall components from bacteria. Therefore, a combination of antimicrobial and endotoxin-neutralizing activity is desired to prevent inflammation induced by destroyed bacteria. Chlorhexidine and alexidine are amphipathic bisbiguanides and could neutralize bacterial membrane components as stimulators of Toll-like receptors (TLRs).
METHODS: Binding of chlorhexidine and alexidine to lipopolysaccharide (LPS) and lipoteichoic acid (LTA) was determined by fluorescence displacement assay and isothermal calorimetric titration. Neutralization of the biological effect of LPS and LTA on TLR-activated cellular activation was determined by NF-kappaB reporter luciferase activation on cells transfected with specific TLRs and NO production of murine macrophages in the presence of isolated agonists and antibiotic-treated bacteria.
RESULTS: Alexidine and chlorhexidine bind not only to LPS but also to LTA from Gram-positive bacteria. Alexidine has a higher affinity than chlorhexidine for both compounds. Calorimetric titration shows an initial endothermic contribution indicating participation of hydrophobic interactions in LPS binding, while binding to LTA displayed initial exothermic contribution. Both compounds prevent cell activation of TLR4 and TLR2 by LPS and LTA, respectively. The addition of both compounds suppressed NO production by macrophages in the presence of bacteria treated with different types of antibiotics.
CONCLUSIONS: Chlorhexidine and alexidine suppress bacterial membrane-induced cell activation at concentrations two orders of magnitude lower than that used in topical applications. Combining biocides with different types of antibiotics prevented macrophage activation in the presence of bacteria and demonstrated the potential of chlorhexidine and alexidine to suppress inflammatory responses caused by activation of TLRs.
Animals
Anti-Bacterial Agents
Biguanides
Cell Line
Chlorhexidine
Genes, Reporter
Humans
Immunosuppressive Agents
Lipopolysaccharides
Luciferases
Macrophage Activation
Mice
NF-kappa B
Nitric Oxide
Teichoic Acids
","Target-18635521"
"q00000846","In dacarbazine-treated human neoplastic cells, what experimental evidence indicates that formation of 2–10 kb single-stranded DNA fragments is replication-dependent, and which specific replicative enzyme is implicated by the inhibitor used?","Fragments appear only when DNA is being newly synthesized and are abolished by aphidicolin, implicating DNA polymerase α–dependent replicative DNA synthesis.","The passage reports that pulse-labeling at the start of dacarbazine exposure yields abundant small labeled fragments without labeled high–molecular weight DNA, indicating damage during new DNA synthesis. It also states fragments are not formed if cells are pretreated with aphidicolin, described as a specific DNA polymerase α inhibitor responsible for replicative synthesis. Together these observations support replication-dependent DNA damage/fragments and implicate DNA polymerase α.","Treatment of human neoplastic cells with dacarbazine both inhibits DNA synthesis and induces damage in the DNA. Lysis of cells in dilute alkali and subsequent electrophoretic analysis of the isolated DNA show that the DNA of treated cells includes a high molecular weight component and a population of 2-10-kilobase single-stranded DNA fragments while untreated cells contain only high molecular weight DNA. When DNA is pulse-labeled at the beginning of the dacarbazine treatment high amounts of small DNA fragments are seen but no labeled high molecular weight DNA. Moreover the DNA fragments are not formed in cells which are treated with aphidicolin before the addition of dacarbazine. Aphidicolin is a specific inhibitor of DNA polymerase alpha, the enzyme responsible for the replicative synthesis of DNA. We conclude that dacarbazine damages DNA only in cells which are synthesizing new DNA.
Aphidicolin
Cells, Cultured
DNA Damage
DNA, Neoplasm
Dacarbazine
Diterpenes
Humans
","Target-3098406"
"q00000847","What structural moiety enables bortezomib to bind the proteasome and is necessary for its proteasome-inhibitory activity?","The boronic acid moiety.","The passage states bortezomib binds the proteasome via its boronic acid moiety. It explicitly adds that the presence of this moiety is necessary to achieve proteasome inhibition.","Bortezomib [N-(2,3-pyrazine)carbonyl-L-phenylalanine-L-leucine boronic acid] is a potent first-in-class dipeptidyl boronic acid proteasome inhibitor that was approved in May 2003 in the United States for the treatment of patients with relapsed multiple myeloma where the disease is refractory to conventional lines of therapy. Bortezomib binds the proteasome via the boronic acid moiety, and therefore, the presence of this moiety is necessary to achieve proteasome inhibition. Metabolites in plasma obtained from patients receiving a single intravenous dose of bortezomib were identified and characterized by liquid chromatography/mass spectrometry (LC/MS) and liquid chromatography/tandem mass spectrometry (LC/MS/MS). Metabolite standards that were synthesized and characterized by LC/MS/MS and high field nuclear magnetic resonance spectroscopy (NMR) were used to confirm metabolite structures. The principal biotransformation pathway observed was oxidative deboronation, most notably to a pair of diastereomeric carbinolamide metabolites. Further metabolism of the leucine and phenylalanine moieties produced tertiary hydroxylated metabolites and a metabolite hydroxylated at the benzylic position, respectively. Conversion of the carbinolamides to the corresponding amide and carboxylic acid was also observed. Human liver microsomes adequately modeled the in vivo metabolism of bortezomib, as the principal circulating metabolites were observed in vitro. Using cDNA-expressed cytochrome P450 isoenzymes, it was determined that several isoforms contributed to the metabolism of bortezomib, including CYP3A4, CYP2C19, CYP1A2, CYP2D6, and CYP2C9. The development of bortezomib has provided an opportunity to describe the metabolism of a novel boronic acid pharmacophore.
Boronic Acids
Bortezomib
Humans
Isoenzymes
Microsomes, Liver
Protease Inhibitors
Proteasome Endopeptidase Complex
Proteasome Inhibitors
Pyrazines
","Target-15764713"
"q00000848","In MR/GR ligand-binding domain chimera experiments, which MR amino-acid segment (give residue numbers) enabled spironolactone to compete strongly for both [(3)H]-aldosterone and [(3)H]-dexamethasone binding?","Amino acids 804–874 of the mineralocorticoid receptor (MR).","The passage states spironolactone competed strongly for [(3)H]-aldosterone and [(3)H]-dexamethasone binding to a chimera containing MR amino acids 804–874. By contrast, the 672–803 MR segment supported only weak competition for [(3)H]-dexamethasone, highlighting 804–874 as the key segment.","Spironolactone is a mineralocorticoid receptor (MR) antagonist in clinical use. The compound has a very low affinity for the glucocorticoid receptor (GR). Determinants of binding specificity of spironolactone to the MR were investigated using chimeras created between the ligand-binding domains (LBDs) of the MR and the GR. These chimeras had previously been used to investigate aldosterone binding specificity to the MR. Spironolactone was able to compete strongly for [(3)H]-aldosterone and [(3)H]-dexamethasone binding to a chimera containing amino acids 804-874 of the MR, and weakly for [(3)H]-dexamethasone binding to a chimera containing amino acids 672-803 of the MR. Amino acids 804-874 were also critical for aldosterone binding specificity. Models of the MR LBD bound to aldosterone and spironolactone were created based on the crystal structure of the progesterone receptor LBD. The ligand-binding pocket of the MR LBD model consisted of 23 amino acids and was predominantly hydrophobic in nature. Analysis of this model in light of the experimental data suggested that spironolactone binding specificity is not governed by amino acids in the ligand-binding pocket.
Aldosterone
Binding, Competitive
Cloning, Molecular
Dexamethasone
Protein Conformation
Protein Structure, Tertiary
Receptors, Glucocorticoid
Receptors, Mineralocorticoid
Receptors, Progesterone
Recombinant Fusion Proteins
Spironolactone
","Target-14664717"
"q00000849","In the Zn2+-inducible HeLa cell model, what experimental evidence indicates that enalapril is an oatp1 substrate, and which other anionic compounds were transported only when oatp1 was expressed?","Noninduced (no Zn2+) transfected cells did not uptake enalapril, whereas Zn2+-induced oatp1-expressing cells transported enalapril plus E1S, TLCAS, and BSPGSH.","The passage states that noninduced transfected HeLa cells lacking oatp1 expression “failed to take up enalapril.” It contrasts this with oatp1-expressing cells, which transported enalapril and also estrone sulfate, taurolithocholic acid sulfate, and the BSP glutathione conjugate. This differential uptake with/without oatp1 expression supports substrate status for enalapril.","Oatp1, the organic anion transport polypeptide, is an integral membrane protein cloned from rat liver that mediates the uptake of various organic anions such as bromosulfophthalein (BSP) and taurocholate (TCA). Recent studies by others revealed that the thrombin inhibitor, CRC 220, a modified dipeptide, was transported by oatp1. The present study was designed to examine whether another modified peptide, enalapril, an angiotensin-converting enzyme inhibitor, was also a substrate. Transport was studied with enalapril (1 to 800 micromol/L, with [3H]enalapril) in a HeLa cell line stably transfected with oatp1-cDNA under the regulation of a Zn2+-inducible promoter. Noninduced transfected cells (without zinc) that did not express oatp1 failed to take up enalapril. In contrast, cells expressing oatp1 transported enalapril, estrone sulfate (E1S), taurolithocholic acid sulfate (TLCAS), and the glutathione conjugate of BSP (BSPGSH). Uptake of enalapril by oatp1 at 37 degreesC was substantially higher than that at 4 degreesC. The rate at 37 degreesC (uptake rates for induced - noninduced, transfected cells) was linear over 5 minutes and was concentration-dependent, characterized by a Km of 214 +/- 67 micromol/L and a Vmax of 0.51 +/- 0.15 nmol/min/mg protein. Enalapril uptake was inhibited competitively by BSP (at 1, 5, 10, and 50 micromol/L) and TCA (at 5, 25, and 100 micromol/L) with inhibition constants (Ki) of 2 and 32 micromol/L, respectively. The metabolite enalaprilat was, however, not transported by oatp1. That oatp1 is not a general transporter of anionic compounds was further shown by the lack of transport of harmol sulfate, benzoate, and hippurate. These observations attest to the role of oatp1 as a specific transporter for at least two classes of pharmacologically important peptides.
Angiotensin-Converting Enzyme Inhibitors
Animals
Anion Transport Proteins
Anions
Biological Transport
Carbon Radioisotopes
Carrier Proteins
Enalapril
Estrone
Gene Expression
Glutathione
HeLa Cells
Humans
Promoter Regions, Genetic
Rats
Sulfobromophthalein
Taurocholic Acid
Taurolithocholic Acid
Transfection
Tritium
Zinc
","Target-9794920"
"q00000850","In the described polymerase β incorporation assay opposite a template dG, what is the reported relative efficiency ranking (k(pol)/K(d)) for incorporation among dCTP, araCTP, dFdCTP, and rCTP?","dCTP > araCTP, dFdCTP > rCTP.","The passage explicitly states that opposite template dG, the relative k(pol)/K(d) for incorporation was “dCTP > araCTP, dFdCTP > rCTP.” This directly provides the ranking among the four nucleotides in the polymerase β assay context.","1-Beta-D-arabinofuranosylcytosine (cytarabine, araC) and 2',2'-difluoro-2'-deoxycytidine (gemcitabine, dFdC), are effective cancer chemotherapeutic agents due to their ability to become incorporated into DNA and then subsequently inhibit DNA synthesis by replicative DNA polymerases. However, the impact of these 3'-modified nucleotides on the activity of specialized DNA polymerases has not been investigated. The role of polymerase beta and base excision repair may be of particular importance due to the increased oxidative stress in tumors, increased oxidative stress caused by chemotherapy treatment, and the variable amounts of polymerase beta in tumors. Here we directly investigate the incorporation of the 5'-triphosphorylated form of araC, dFdC, 2'-fluoro-2'-deoxycytidine (FdC), and cytidine into two nicked DNA substrates and the subsequent ligation. Opposite template dG, the relative k(pol)/K(d) for incorporation was dCTP > araCTP, dFdCTP > rCTP. The relative k(pol)/K(d) for FdCTP depended on sequence. The effect on k(pol)/K(d) was due largely to changes in k(pol) with no differences in the affinity of the nucleoside triphosphates to the polymerase. Ligation efficiency by T4 ligase and ligase III/XRCC1 was largely unaffected by the nucleotide analogues. Our results show that BER is capable of incorporating araC and dFdC into the genome.
Antimetabolites, Antineoplastic
Catalysis
Cytarabine
DNA Damage
DNA Ligase ATP
DNA Ligases
DNA Polymerase beta
DNA Repair
DNA-Binding Proteins
Deoxycytidine
Humans
Kinetics
Poly-ADP-Ribose Binding Proteins
Signal Transduction
Substrate Specificity
X-ray Repair Cross Complementing Protein 1
Xenopus Proteins
","Target-20459144"
