"question_id","question","short_answer","answer_reasoning","pubmed_text","pubmed_id"
"q00000910","In E. coli lac reversion tester strains with functional rdxA, which two types of base-substitution mutations are most strongly induced by exposure to metronidazole compared with other substitution types?","CG-to-GC transversions and AT-to-GC transitions.","The passage states that a reversion test with defined lac tester strains of E. coli carrying rdxA(+) showed these two mutation classes were induced more frequently than others. This directly identifies the metronidazole-associated mutational spectrum under rdxA(+) expression.","Much of the normal high sensitivity of wild-type Helicobacter pylori to metronidazole (Mtz) depends on rdxA (HP0954), a gene encoding a novel nitroreductase that catalyzes the conversion of Mtz from a harmless prodrug to a bactericidal agent. Here we report that levels of Mtz that partially inhibit growth stimulate forward mutation to rifampin resistance in rdxA(+) (Mtz(s)) and also in rdxA (Mtz(r)) H. pylori strains, and that expression of rdxA in Escherichia coli results in equivalent Mtz-induced mutation. A reversion test using defined lac tester strains of E. coli carrying rdxA(+) indicated that CG-to-GC transversions and AT-to-GC transitions are induced more frequently than other base substitutions. Alkaline gel electrophoretic tests showed that Mtz concentrations near or higher than the MIC for growth also caused DNA breakage in H. pylori and in E. coli carrying rdxA(+), suggesting that this damage may account for most of the bactericidal action of Mtz. Coculture of Mtz(s) H. pylori with E. coli (highly resistant to Mtz) in the presence of Mtz did not stimulate forward mutation in E. coli, indicating that the mutagenic and bactericidal products of Mtz metabolism do not diffuse significantly to neighboring (bystander) cells. Our results suggest that the widespread use of Mtz against other pathogens in people chronically infected with H. pylori may stimulate mutation and recombination in H. pylori, thereby speeding host-specific adaptation, the evolution of virulence, and the emergence of resistance against Mtz and other clinically useful antimicrobials.
Amino Acid Substitution
Bacterial Proteins
Biotransformation
Cloning, Molecular
DNA Fragmentation
Escherichia coli
Helicobacter pylori
Membrane Proteins
Metronidazole
Microbial Sensitivity Tests
Mutagenesis
Recombinant Proteins
","Target-10960092"
"q00000911","In adults undergoing cardiac surgery with secondary pulmonary hypertension from mitral and/or aortic valve disease, which additional medication (including its mechanism of action and intravenous bolus dose) has been studied to enhance or prolong the effects of inhaled nitric oxide and reduce rebound pulmonary hypertension when inhaled nitric oxide is stopped?","Intravenous dipyridamole, a cGMP-specific phosphodiesterase (PDE5) inhibitor, given as a 0.2 mg/kg IV bolus with iNO.","The passage states secondary valve-related PH may be refractory to iNO and the study aimed to test iNO plus dipyridamole to enhance/prolong iNO effects and reduce rebound. In Methods, combined therapy used iNO 40 ppm with dipyridamole 0.2 mg/kg IV, and dipyridamole is described as a cGMP-specific PDE5 inhibitor.","BACKGROUND: Inhaled nitric oxide (iNO) is proposed in the management of pulmonary hypertension (PH) in patients undergoing cardiac surgery. Secondary PH related to a long-standing heart valve disease however may be refractory to iNO. Aim of this prospective study was to determine whether the combination of iNO plus dipyridamole (DP), a cyclic guanosine monophosphate-specific phosphodiesterase inhibitor (PDE5), may enhance and/or prolong the response to iNO in adult patients with secondary valve-related PH undergoing cardiac surgery, and attenuate rebound events related to its discontinuation.
METHODS: Responses in 27 patients, 11 male, mean age 72+/-11 years, with PH due to mitral and/or aortic valve disease, were studied in the Intensive Care Unit after cardiac surgery, during sedation and stable hemodynamic conditions. The effect of isolated iNO administration (40 ppm), iNO combined with DP (0.2 mg/kg i.v.), and DP alone (1 mg/kg/24 h) on pulmonary vascular resistance, mean pulmonary artery pressure, cardiac index, mixed venous O2Sat%, and mean arterial pressure were determined.
RESULTS: All patients showed at least a 10% decrease in pulmonary vascular resistance vs. baseline after administration of iNO [responders]. Inhaled NO and the combination of iNO/DP produced a reduction of pulmonary vascular resistance and mean pulmonary artery pressure (p<0.05). Cardiac index improved with a significant difference between iNO and the association iNO/DP versus baseline (p<0.05). This significant hemodynamic improvement versus baseline was maintained during isolated DP administration (p<0.05), but not during isolated iNO discontinuation. Mixed venous oxygen saturation showed an overall improvement of 17% (p<0.05).
CONCLUSIONS: Inhaled NO and DP infusion might represent a valuable association in the management of PH secondary to a heart valve disease in patients undergoing cardiac surgery. Their beneficial hemodynamic effects might be particularly valuable in the management of patients with associated right ventricular dysfunction.
Administration, Inhalation
Aged
Analysis of Variance
Aortic Valve
Bronchodilator Agents
Cardiac Output
Dipyridamole
Drug Therapy, Combination
Female
Heart Valve Diseases
Heart Valve Prosthesis Implantation
Humans
Hypertension, Pulmonary
Male
Middle Aged
Mitral Valve
Nitric Oxide
Oxygen Consumption
Phosphodiesterase Inhibitors
Prospective Studies
Pulmonary Circulation
Pulmonary Wedge Pressure
Treatment Outcome
Vascular Resistance
","Target-16080974"
"q00000902","In a mass spectrometry investigation of isoniazid-induced protein modifications, what observed result involving N-acetyl lysine (NAL) indicates that adduct formation can occur through an auto-oxidation process without requiring oxidative enzymes?","IN-NAL adducts formed with INH regardless of whether oxidative enzymes were present, implicating auto-oxidation rather than enzyme-dependent oxidation.","The passage states that incubating INH with NAL produced identical isonicotinic-NAL (IN-NAL) adducts in both the presence and absence of oxidative enzymes. This indicates adduct formation does not require metabolic oxidation by enzymes. The authors therefore infer that auto-oxidation may drive the modification process, consistent with INH forming protein adducts without metabolism.","Isoniazid (INH), a widely used antituberculosis drug, has been associated with serious drug-induced liver injury (DILI). INH-modified proteins have been proposed to play important roles in INH DILI; however, it remains to be determined whether INH or reactive metabolites bind irreversibly to proteins. In this study, mass spectrometry was used to define protein modifications by INH in vitro and in patients taking INH therapy. When INH was incubated with N-acetyl lysine (NAL), the same isonicotinic-NAL (IN-NAL) adducts were detected irrespective of the presence or absence of any oxidative enzymes, indicating auto-oxidation may have been involved. In addition, we found that INH could also bind to human serum albumin (HSA) via an auto-oxidation pathway, forming isonicotinic amide adducts with lysine residues in HSA. Similar adducts were detected in plasma samples isolated from patients taking INH therapy. Our results show that INH forms protein adducts in the absence of metabolism.
Adult
Aged, 80 and over
Female
Humans
Isoniazid
Lysine
Male
Microsomes, Liver
Middle Aged
NADP
Oxidation-Reduction
Protein Binding
Serum Albumin
","Target-25489718"
"q00000912","How does a mutation that reduces penicillin-binding protein 3 (PBP3) influence cefotaxime resistance following genetic transformation, and under what experimental conditions is this change observed?","It reduced cefotaxime resistance twofold, but only in certain genetic backgrounds.","The passage states the reduced-PBP3 strain was transformed to cefotaxime resistance. It then reports that the PBP 3 mutation, in certain genetic backgrounds, decreases cefotaxime resistance by a factor of 2.","A pneumococcal strain, with a reduced amount of penicillin-binding protein 3 (PBP 3), permitted an analysis of the role of this protein in cefotaxime resistance. We observed that reduced amounts of PBP 3 sensitize the bacteria to high temperature, to excess glycine and to some D-amino acids. These phenotypes suggest that the amount of PBP 3 may influence the membrane properties of the bacteria. The strain with reduced PBP 3 was transformed to cefotaxime resistance. We show that the PBP 3 mutation, in certain genetic backgrounds, decreases the level of resistance to cefotaxime by a factor of 2. Models are presented to explain this result.
Bacterial Proteins
Carrier Proteins
Cefotaxime
Drug Resistance, Microbial
Hexosyltransferases
Multienzyme Complexes
Muramoylpentapeptide Carboxypeptidase
Penicillin-Binding Proteins
Peptidyl Transferases
Streptococcus pneumoniae
Transformation, Bacterial
","Target-8510666"
"q00000917","In an ex vivo rat renal medulla model, what oral dose of ketoprofen produces a 50% reduction in PGE2 biosynthesis, and does co-administration of caffeine (10 mg/kg) significantly change ketoprofen’s inhibitory effect?","Ketoprofen ID(50) was ~0.3 mg/kg p.o., and caffeine (10 mg/kg) did not significantly affect ketoprofen-induced PGE(2) inhibition.","The passage states ketoprofen caused a dose-dependent reduction in renal medullary PGE(2) with an estimated ID(50) of 0.3 mg/kg orally. It also reports caffeine 10 mg/kg had no detectable effect alone and did not significantly modify ketoprofen’s inhibition of PGE(2) biosynthesis.","It has been suggested that caffeine can augment analgesic activity and aggravate side effects of nonsteroidal anti-inflammatory drugs (NSAIDs). The aim of the present study was to investigate a possible interaction between ketoprofen and caffeine on prostaglandin (PG) biosynthesis and cyclooxygenase (COX) mRNA expression in the rat renal medulla ex vivo. Treatment of rats with ketoprofen (60 min before) resulted in a dose-dependent (estimated ID(50) 0.3 mg/kg p.o.) reduction of PGE(2) biosynthesis in renal medulla ex vivo. Ketoprofen (0.3 mg/kg)-induced inhibition of PGE(2) biosynthesis was stable between 30 and 180 min and still detectable 300 min after drug administration. Caffeine (10 mg/kg) did not cause a detectable effect on its own, nor did it significantly affect ketoprofen-induced inhibition of renal medullary PGE(2) biosynthesis. Similar results were obtained with repeated daily drug administration for 1 week: there was no significant effect of caffeine on ketoprofen-induced inhibition of renal medullary PGE(2) biosynthesis. The absence of significant caffeine effects on ketoprofen-induced inhibition of renal medullary PGE(2) biosynthesis was paralleled by experiments showing no significant effect of caffeine on ketoprofen-induced inhibition of platelet thromboxane (TX)B(2) biosynthesis. Additional experiments showed increased COX-2 mRNA expression in the renal medulla 60 min after ketoprofen administration, that was not significantly influenced by concomitant caffeine treatment. Treatment of rats with ketoprofen for 1 week had no significant effects on COX-2 mRNA expression. The present results show that ketoprofen caused inhibition of PGE(2) biosynthesis in the rat renal medulla ex vivo with a potency similar to that reported for in vivo models suggesting that the ex vivo approach is a valid model to test a possible interference of caffeine with ketoprofen-induced COX inhibition. The absence of detectable effects of caffeine on time course or magnitude of ketoprofen-induced suppression of PGE(2) biosynthesis in this model indicates, therefore, that possible adverse actions of co-administered caffeine on renal function are not related to interference with renal COX inhibition.
Animals
Blood Platelets
Caffeine
Cyclooxygenase Inhibitors
Dinoprostone
Drug Interactions
Gene Expression
Ketoprofen
Kidney Medulla
Male
Phosphodiesterase Inhibitors
Prostaglandin-Endoperoxide Synthases
RNA, Messenger
Rats
Rats, Sprague-Dawley
Reverse Transcriptase Polymerase Chain Reaction
","Target-11729362"
"q00000894","For which patient age groups and treatment settings is deferasirox described as (a) the first FDA‑approved oral iron chelator in the United States and (b) recommended as first‑line (initial) therapy, and what are its most commonly reported adverse reactions?","(a) Transfusion-dependent patients >2 years with severe chronic iron overload; (b) beta-thalassaemia patients >6 years; common AEs: GI symptoms and rash.","The passage states deferasirox is the first oral iron chelator FDA-approved in the USA for transfusion-dependent patients above 2 years with severe chronic iron overload. It also notes deferasirox is recommended as initial therapy for patients over 6 years with beta-thalassaemia. The most common adverse reactions listed are gastrointestinal symptoms and rash.","Deferasirox is a new oral iron chelator. It is the first oral iron chelator approved in USA by FDA for transfusion-dependent patients above 2 years suffering from severe chronic iron overload. It is also recommended as the initial therapy for patients over the age of 6 years who are suffering from beta-thalassaemia. The clinical study is developing in China. This review focuses the related studies and the latest progression about deferasirox. The phase II and III clinical trials and pharmacokinetics indicated that deferasirox is a safety and effective oral iron chelator, can significantly decrease the myocardial and hepatic iron load, also is easy to accept for patients. The common adverse reactions are gastrointestinal symptom and rash. But it was recently reported that deferasirox has some rare adverse events to which we must attach importance, especially for the special people. Besides the patients with chronic iron overload resulting from blood transfusions (transfusional hemosiderosis), the drug is also used for the patients who has accepted auto-SCT or suffered from reversible renal inadequacy caused by Fanconi syndrome. The standard dosage is not useful to every patient. The clinician should adjust dosage based on the patient's condition and related indexes. The serum ferritin is not one and reliable index to monitoring the effect and adjust the dosage. Otherwise, this review recommends some new characters of deferasirox, e.g. anti-fungus, anti-cell proliferation and so on.
Benzoates
Clinical Trials as Topic
Deferasirox
Humans
Iron Chelating Agents
Triazoles
","Target-21129294"
"q00000907","What molecular and cellular mechanisms and receptor types are thought to underlie acamprosate’s ability to reduce elevated glutamatergic activity during early abstinence, and which preclinical result supports the idea that it works best in individuals with a hyperglutamatergic profile?","It involves NMDA and mGluR5 receptors with augmented intracellular Ca2+ release/electrophysiological changes; mutant high-glutamate mice drink more and respond better to acamprosate.","The passage states acamprosate attenuates early-abstinence hyper-glutamatergic states via ionotropic (NMDA) and metabotropic (mGluR5) glutamate receptors, plus increased intracellular calcium release and electrophysiological changes. It also reports that mutant mice with enhanced glutamate levels show higher alcohol consumption and a better response to acamprosate versus wild type, supporting a hyper-glutamatergic responder profile.","This article explores the mechanisms of action and the potential responder profile of acamprosate, a compound efficacious in relapse prevention of alcoholism. New evidence at the molecular and cellular level suggests that acamprosate attenuates hyper-glutamatergic states that occur during early abstinence and involves iono (NMDA)- and metabotrotropic (mGluR5) glutamate receptors along with augmented intracellular calcium release and electrophysiological changes. Thus mutant mice with enhanced glutamate levels exhibit higher alcohol consumption than wild type mice and respond better to acamprosate, demonstrating that acamprosate acts mainly on a hyper-glutamatergic system. This mode of action further suggests that acamprosate exhibits neuroprotective properties. In rats, cue-induced reinstatement behavior is significantly reduced by acamprosate treatment whereas cue-induced craving responses in alcohol-dependent patients seem not to be affected by this treatment. An ongoing study (""Project Predict"") defines specific responder profiles for an individualized use of acamprosate and naltrexone. Neurophysiological as well as psychometric data are used to define 2 groups of patients: ""reward cravers"" and ""relief cravers"". While naltrexone should work better in the first group, acamprosate is hypothesized to be efficacious in the latter where withdrawal associated and/or cue induced hyper-glutamatergic states are thought to trigger relapse. Further research should target the definition of subgroups applying endophenotypic approaches, e.g. by detecting a hyperglutamatergic syndrome using MR spectroscopy.
Acamprosate
Alcohol Deterrents
Alcohol Drinking
Alcoholism
Animals
Glutamates
Humans
Neuroprotective Agents
Patient Selection
Secondary Prevention
Taurine
gamma-Aminobutyric Acid
","Target-18540918"
"q00000914","Which three assays are typically used in an in vitro primary rat cortical neuron/astrocyte culture model to quantify neuronal injury following transient oxygen–glucose deprivation when evaluating tacrolimus-induced neuroprotection?","Cell counting after immunostaining, lactate dehydrogenase (LDH) release, and MTT (tetrazolium) reduction.","The METHODS section states neuronal injury was evaluated by “cell counting after immunostaining experiments, lactate dehydrogenase release and … tetrazolium bromide reduction.” These are the three quantification approaches used following transient oxygen–glucose deprivation in rat cortical primary cultures.","BACKGROUND: The mechanisms underlying the neuroprotective effects of the immunosuppressant tacrolimus, observed in vivo, remain unclear. Here we quantify these effects in vitro, and evaluate the potential involvement of the glutamate and/or immunophilin FK506 binding protein 12 kDa in tacrolimus-induced neuroprotection.
METHODS: Primary cultures of neurons and astrocytes from rat cerebral cortex were subjected to transient oxygen-glucose deprivation. Neuronal injury was evaluated by cell counting after immunostaining experiments, lactate dehydrogenase release and 3-[4,5-dimethylthiazol-2-yl]-2,5-diphenyltetrazolium bromide reduction. The involvement of the immunophilin FK506 binding protein 12 kDa was explored using an anti-FK506 binding protein 12 kDa antibody, (3-3-pyridyl)-1-propyl(2 s)-1-(3,3-dimethyl-1,2-dioxopentyl)-2-pyrrolidine carboxylate and rapamycin. Extracellular glutamate and glutamate uptake were respectively measured by high performance liquid chromatography and l-[3H]glutamate incorporation.
RESULTS: When added during either oxygen-glucose deprivation or reoxygenation, FK506 (50-500 pM) offered significant neuroprotection. During oxygen-glucose deprivation, it was able to reverse the oxygen-glucose deprivation-induced increase in extracellular glutamate and decrease in glutamate uptake and this effect was reversed in the presence of threo-3-methyl glutamate, a specific inhibitor of glutamate transporter-1. Blocking FK506 binding protein 12 kDa inhibited the neuroprotection induced by tacrolimus added during either oxygen-glucose deprivation or reoxygenation. Tacrolimus-induced neuroprotection was also reversed in the presence of rapamycin, an immunosuppressant FK506 binding protein 12 kDa ligand devoid of neuroprotective properties and (3-3-pyridyl)-1-propyl(2 s)-1-(3,3-dimethyl-1,2-dioxopentyl)-2-pyrrolidine carboxylate, a non-immunosuppressant ligand of FK506 binding protein 12 kDa, exerteing neuroprotective effects.
CONCLUSION: The beneficial effects of tacrolimus during in vitro ischemia/reperfusion seem to indicate the restoration of a glutamate transporter-1-mediated activity and could be mediated by a FK506 binding protein 12 kDa pathway.
Animals
Astrocytes
Cells, Cultured
Cerebral Cortex
Chromatography, High Pressure Liquid
Disease Models, Animal
Dose-Response Relationship, Drug
Glucose
Glutamic Acid
Immunohistochemistry
In Vitro Techniques
Neurons
Neuroprotective Agents
Rats
Rats, Wistar
Reperfusion Injury
Tacrolimus
Tacrolimus Binding Proteins
","Target-16289353"
"q00000906","How was CYP2D6 metabolizer status assessed at baseline and after two weeks of doxepin therapy in the study, and what analytical technique was used to quantify the probe substrate and its metabolites?","CYP2D6 status was determined by sparteine metabolic ratios (MR1 pre, MR2 post); sparteine/metabolites were measured in urine by gas chromatography.","The passage states that after wash-out, before doxepin, the sparteine metabolic ratio (MR1) was assessed and MR2 after 2 weeks of doxepin. It also specifies that sparteine and its metabolites were determined in urine by the gas chromatographic method of Eichelbaum et al.","OBJECTIVE: Doxepin is a tricyclic antidepressant formulated as a mixture of E-(trans) and Z-(cis) stereoisomers. Cytochrome P450 2D6 (CYP2D6) catalyzes the hydroxylation of E-doxepin and E-N-desmethyldoxepin stereospecically. There is evidence that tricyclic antidepressants might inhibit CYP2D6 activity but there is no data about the influence of doxepin on CYP2D6.
MATERIALS AND METHODS: Eleven patients diagnosed with depression according to ICD-10 criteria were included in the study. After wash-out period, before doxepin treatment, sparteine metabolic ratio (MR1) was assessed. After 2-weeks of doxepin treatment, MR2 was estimated. Sparteine and its metabolites were determined in urine by gas chromatographic method of Eichelbaum et al.
RESULTS: Based on MR1 values, 10 patients were classified as EM (extensive metabolizers) and 1 patient as PM (poor metabolizer). During the study, after doxepin treatment, none of patients has changed phenotype status. However, MR2 values were statistically significantly higher than MR1.
CONCLUSION: These results show the inhibitory effect of doxepin on CYP2D6 activity and may be of clinical value, especially in polymedicated patients treated with other CYP2D6 substrates or inhibitors.
Adult
Antidepressive Agents, Tricyclic
Cytochrome P-450 CYP2D6
Cytochrome P-450 CYP2D6 Inhibitors
Depression
Doxepin
Female
Humans
Male
Middle Aged
Phenotype
","Target-15520506"
"q00000925","In renal transplant recipients one year after transplantation, which genetic polymorphism is linked to a significantly higher dose-normalized prednisolone exposure (AUC0–24) and peak concentration (Cmax), and which pharmacokinetic measures show no significant differences between genotype groups?","NR3C1 BclI G allele; prednisolone half-life and T(max) were unchanged.","The passage states that recipients carrying the BclI G allele had significantly higher dose-adjusted AUC(0–24) and C(max) than CC genotype carriers. It also notes no significant differences in prednisolone half-life or T(max) between these groups.","The objective of this study was to elucidate the effects of CYP3A5, ABCB1, NR1I2 and NR3C1 BclI gene polymorphisms on prednisolone exposure for 65 Japanese renal transplant recipients in the maintenance stage one year after transplantation. Prednisolone dosage ranged from 2.5 to 15.0 mg day(-1) based on individual immunosuppressive states. The dose-adjusted area under the plasma concentration-time curve (AUC(0-24)) and the maximal plasma concentration (C(max)) of prednisolone in recipients with the BclI G allele were significantly higher than in those with the CC genotype (p = 0.029 and 0.021, respectively), but there were no significant differences in the half-life and T(max) of prednisolone between the two groups. None of the CYP3A5, ABCB1 or NR1I2 allele variants had any significant influence on the dose-adjusted AUC(0-24) of prednisolone. The NR3C1 BclI polymorphism was important in the inter-individual variability of prednisolone pharmacokinetics. The transactivation of the CYP3A4 promoter by prednisolone via the glucocorticoid receptor might be especially responsive for intestinal CYP3A4.
Adult
Aged
Area Under Curve
Asian Continental Ancestry Group
Genotype
Humans
Kidney Transplantation
Middle Aged
Polymorphism, Genetic
Prednisolone
","Target-19795924"
"q00000915","What were the geometric mean ratios and 90% confidence intervals for treprostinil steady-state AUC(0–12) and Cmax when treprostinil was co-administered with bosentan compared with treprostinil administered alone?","AUC(0–12) GMR 0.92 (0.83–1.03); Cmax GMR 0.96 (0.83–1.11).","The passage reports treprostinil pharmacokinetic comparisons as combination/treprostinil. It explicitly lists GMRs with 90% CIs for steady-state AUC(0–12) and Cmax as 0.92 (0.83, 1.03) and 0.96 (0.83, 1.11), respectively.","Treprostinil diethanolamine is an oral prostacyclin analog currently being evaluated for the treatment of pulmonary arterial hypertension (PAH). Treprostinil is metabolized primarily by cytochrome P450 (CYP) 2C8 with minor contribution from CYP2C9. It is expected that oral treprostinil will be administered with bosentan, approved for the treatment of PAH and known to induce CYP2C9 and 3A4. This study evaluated whether a drug interaction exists between oral treprostinil, bosentan, and its active metabolite Ro 48-5033 during co-administration. Twenty-four participants were randomized in a 3-way crossover study to oral treprostinil 1 mg twice daily, bosentan 125 mg twice daily, and oral treprostinil 1 mg twice daily and bosentan 125 mg twice daily. Treprostinil geometric mean ratios (GMRs) (90% confidence interval [CIs]) for steady-state AUC(0-12) and C(max) (combination/treprostinil) were 0.92 (0.83, 1.03) and 0.96 (0.83, 1.11), respectively, whereas bosentan GMRs (combination/bosentan) were 1.02 (0.95, 1.10) and 1.04 (0.94, 1.15), respectively, and Ro 48-5033 GMRs were 0.99 (0.93, 1.06) and 1.03 (0.94, 1.13). In conclusion, because the GMR and 90% CI are within the equivalence interval of 0.8 to 1.25, co-administration of oral treprostinil and bosentan did not result in a pharmacokinetic interaction for either agent.
Adolescent
Adult
Antihypertensive Agents
Area Under Curve
Bosentan
Chromatography, High Pressure Liquid
Cross-Over Studies
Drug Interactions
Epoprostenol
Female
Half-Life
Humans
Male
Middle Aged
Sulfonamides
Tandem Mass Spectrometry
Young Adult
","Target-20133511"
"q00000919","In dogs with vagosympathetic denervation given short intracarotid infusions of dihydroergotamine, which receptor antagonists were reported to partially inhibit the dose-dependent reduction in external carotid blood flow, and what receptor subtype selectivity was attributed to each antagonist?","SB224289 (5‑HT1B), rauwolscine (α2), BRL44408 (α2A), and MK912 (α2C) each partly blocked the external carotid flow decrease.","The passage states dihydroergotamine decreased external carotid blood flow dose-dependently without affecting blood pressure or heart rate. It then specifies the response was partly blocked in dogs pretreated IV with SB224289 (5‑HT1B), rauwolscine (α2), BRL44408 (α2A), or MK912 (α2C). These antagonist-selectivity pairs are explicitly listed in the text.","Dihydroergotamine produces external carotid vasoconstriction in vagosympathectomized dogs by 5-HT(1B/1D) receptors and alpha(2)-adrenoceptors. This study identified the specific subtypes involved in this response. One-minute intracarotid infusions of dihydroergotamine (5.6-10 microg/min) dose-dependently decreased external carotid blood flow without affecting blood pressure or heart rate. This response was: (1) partly blocked in dogs pretreated intravenously with the antagonists SB224289 (5-HT(1B); 2,3,6,7-tetrahydro-1'-methyl-5-[2'-methyl-4' (5-methyl-1,2,4-oxadiazol-3-yl)biphenyl-4-carbonyl]furo[2,3-f]indole-3-spiro-4'-piperidine hydrochloride), rauwolscine (alpha(2)), BRL44408 (alpha(2A); 2-[2H-(1-methyl-1,3-dihydroisoindole)methyl]-4,5-dihydroimidazole) or MK912 (alpha(2C); (2S,12bS)-1'3'-dimethylspiro(1,3,4,5',6,6',7,12b-octahydro-2Hbenzo[b]furo[2,3-a]quinazoline)-2,4'-pyrimidin-2'-one); (2) markedly blocked after SB224289 plus rauwolscine; and (3) unaffected after BRL15572 (5-HT(1D); 1-(3-chlorophenyl)-4-[3,3-diphenyl (2-(S,R) hydroxypropanyl) piperazine] hydrochloride) or imiloxan (alpha(2B)). Therefore, the above response involves 5-HT(1B) receptors and alpha(2A/2C)-adrenoceptors.
Adrenergic Antagonists
Adrenergic alpha-2 Receptor Antagonists
Animals
Carotid Artery, External
Dihydroergotamine
Dogs
Male
Receptor, Serotonin, 5-HT1B
Receptors, Adrenergic, alpha-2
Serotonin 5-HT1 Receptor Antagonists
Serotonin Antagonists
Vasoconstriction
","Target-14744615"
"q00000916","What competitive inhibition \(K_i\) values have been reported for letrozole when measured in human liver microsomes versus recombinant (expressed) CYP2A6, and which CYP isoform does letrozole inhibit most potently compared with the isoform it inhibits more weakly?","Letrozole competitively inhibited CYP2A6 with K(i) 4.6±0.05 µM (HLMs) and 5.0±2.4 µM (CYP2A6); it weakly inhibited CYP2C19.","The results state letrozole was a potent competitive inhibitor of CYP2A6, providing K(i) values in both HLMs and expressed CYP2A6. The passage also notes it was a weak inhibitor of CYP2C19 with higher K(i) values, indicating lower potency.","PURPOSE: To determine the inhibitory potency of letrozole and its main human metabolite, 4,4'-methanol-bisbenzonitrile, on the activities of eight cytochrome P450 (CYP) enzymes.
METHODS: Letrozole and its metabolite were incubated with human liver microsomes (HLMs) (or expressed CYP isoforms) and NADPH in the absence (control) and presence of the test inhibitor.
RESULTS: Letrozole was a potent competitive inhibitor of CYP2A6 (K (i) 4.6 +/- 0.05 microM and 5.0 +/- 2.4 microM in HLMs and CYP2A6, respectively) and a weak inhibitor of CYP2C19 (K (i) 42.2 microM in HLMs and 33.3 microM in CYP2C19), while its metabolite showed moderate inhibition of CYP2C19 and CYP2B6. Letrozole or its metabolite had negligible effect on other CYPs.
CONCLUSIONS: Based on the in vitro K (i) values, letrozole is predicted to be a weak inhibitor of CYP2A6 in vivo. Letrozole and its major human metabolite show inhibitory activity towards other CYPs, but clinically relevant drug interactions seem less likely as the K (i) values are above the therapeutic plasma concentrations of letrozole.
Antineoplastic Agents
Area Under Curve
Aromatase Inhibitors
Cytochrome P-450 Enzyme Inhibitors
Humans
Kinetics
Letrozole
Microsomes, Liver
NADP
Nitriles
Triazoles
","Target-19198839"
"q00000918","In Phase III randomized, double-blind, placebo-controlled trials in mild-to-moderate Alzheimer’s disease, which galantamine doses produced statistically significant improvements versus placebo on the ADAS-cog, and which dose did not yield any additional cognitive benefit?","Galantamine 16, 24, and 32 mg/day were superior to placebo; 32 mg/day gave no additional cognitive benefit.","The passage states galantamine was significantly superior to placebo in all five Phase III studies at 16, 24, and 32 mg/day using ADAS-cog. It also explicitly notes that the 32-mg/day dose was not associated with any additional cognitive benefit.","Galantamine, a novel treatment for Alzheimer's disease (AD), has a dual mechanism of action, combining allosteric modulation of nicotinic acetylcholine receptors with reversible, competitive inhibition of acetylcholinesterase. In the Phase III clinical trial programme, over 3,000 patients with mild-to-moderate AD were enrolled in one of five randomized, controlled, double-blind studies. Using the Alzheimer's Disease Assessment Scale-cognitive subscale (ADAS-cog) to assess memory and other cognitive functions, galantamine was found to be significantly superior to placebo in all five studies at doses of 16, 24 and 32 mg/day. In all studies, galantamine-treated patients maintained their cognitive function, whereas the placebo-treated patients experienced a significant deterioration in ADAS-cog scores. The 32-mg/day dose was not associated with any additional cognitive benefit. Pooled data from two 6-month studies (n = 1,269), which were of identical design, show that the therapeutic benefits of galantamine are sustained for the duration of treatment. The treatment effect (galantamine-placebo difference on ADAS-cog) for the pooled data was approximately 4 points. Clinical benefit was seen in all levels of disease severity, with a 7-point advantage over placebo on ADAS-cog for patients with moderately severe disease. Galantamine was well tolerated, with most patients completing the 6-month studies. The long-term effects of galantamine have been evaluated in a 12-month study. Patients who completed one of the pivotal 6-month studies (n = 353) were entered into a 6-month open-label extension. Cognitive and daily function were maintained throughout the 12 months in patients who received galantamine 24 mg/day. This sustained level of benefit may reflect galantamine's dual effect on the cholinergic system. Data from a 5-month, placebo-controlled study have also shown that galantamine produces significant benefits on behavioural symptoms. The persistence and range of therapeutic effects produced by galantamine suggest that it may provide additional benefits for patients with AD.
Alzheimer Disease
Clinical Trials as Topic
Cognition
Galantamine
Humans
Nicotinic Agonists
","Target-10971048"
